Item,Data Element,Type,Max Length,Format,Description,Definition,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
06,State Code,Character,2,,,"The abbreviation of the state or territory where the loan
property exists. See Appendix 2 for a listing of state codes.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool for the State Code
value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
08,Number of Participations for State as a % of Pool’s total Participation count,Numeric,6,3.2,,"The total number of Participations for the state expressed as a
percentage of the pool’s total participation count.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
09,Original Principal Balance of Participations,Numeric,14,11.2,,"The sum of the Participation Original Principal Balance
amounts for all Participations in the pool associated with the
given State.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
10,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Balance (UPB) of the participations in the
pool for the State Code value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
11,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool for the State Code
value, expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation
UPB of the given condition (State Code value) by the Pool’s
UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,08,,
01,Record Type = 09,Character,2,,,Loan Purpose Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09,,
06,Loan Purpose,Numeric,1,,,"Loan Purpose:
1 = HECM Traditional
2 = HECM Refinance
3 = HECM Purchase
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Loan Purpose value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09,,
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Loan Purpose value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09,,
09,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Loan Purpose value, expressed as a",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,09,,
01,Record Type = 10,Character,2,,,HECM Saver Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10,,
06,HECM Saver,Numeric,1,,,"HECM Saver:
Y = Saver
N = Standard",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the HECM Saver value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10,,
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
HECM Saver value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10,,
09,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the HECM Saver value, expressed as a
percentage of the Pool’s UPB. This UPB percentage is
calculated by dividing the total participation UPB of the given
condition (HECM Saver) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,10,,
01,Record Type = 11,Character,2,,,"Low and Moderate Borrower Income Stratification. Pools
with Low and Moderate Borrower Income characteristics
based on Federal Financial Institutions Examination Council
(FFIEC) data. This record includes participations in pools
issued January 2012 and thereafter. Not populated/provided
for new issuance disclosures.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is “H”.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11,,
06,Low and Moderate Borrower Income,Character,1,,,"Values are:
Y = Borrower Income is Less than 80% of the FFIEC Median
Family Income (MFI)
N = Borrower Income is Greater than or Equal to 80% of the
FFIEC Median Family Income (MFI)
9 = Not available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Low and Moderate Borrower Income value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11,,
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Low and Moderate Borrower Income value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11,,
09,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Low and Moderate Borrower Income value,
expressed as a percentage of the Pool’s UPB. This UPB
percentage is calculated by dividing the total participation
UPB of the given condition (Low and Moderate Borrower
Income) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,11,,
01,Record Type = 12,Character,2,,,Not Available Stratification,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Values is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12,,
06,Not Available,Numeric,2,,,"Values are:
1 = Expected Average Mortgage Interest Rate
2 = Servicing Fee Set Aside
3 = Original Funding Age
4 = Property Valuation Amount
5 = Original Term of Payments
6 = Property Charges Set Aside Amount
7 = Property Repair Set Aside Amount
8 = Original Available Line of Credit Amount
9 = Original Draw Amount
10 = Mortgage Margin
11 = Lifetime Floor Rate
12 = Remaining Available Line of Credit
13 = Monthly Scheduled Payment Amount
14 = Remaining Term of Payments
15 = Credit Line Set Aside Amount",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12,,
07,Number of Participations,Numeric,5,,,"The number of participations in the pool associated with a
loan that has the Not Available Value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12,,
08,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Not Available Value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12,,
09,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Not Available Value.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,12,,
01,Record Type = 13,Character,2,,,"Joint-Single Loan Indicator / Youngest Borrower or Co-
borrower Gender Stratification",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
02,CUSIP,Character,9,,,"The unique identification number permanently assigned by the
Committee on Uniform Securities Identification Procedures
(CUSIP).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is assigned
by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
06,Joint/Single Loan Indicator,Numeric,1,,,"Joint/Single Loan Indicator. Values are:
1 = Single
2 = Joint",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
07,Youngest Borrower/Co-borrower Gender,Character,1,,,"Gender of the youngest borrower/co-borrower. Values are:
F = Female
M = Male
9 = Not Available",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
08,Number of Participations,Numeric,5,,,"The number of participations associated with a loan in the
pool that has the Joint-Single Loan Indicator value/Gender
value combination.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
09,UPB of Participations,Numeric,14,11.2,,"The total Unpaid Principal Balance (UPB) of the
participations in the pool associated with a loan that has the
Joint-Single Loan Indicator value/Gender value combination.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
10,UPB of Participations as % of Pool UPB,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Joint-Single Loan Indicator value/Gender
value combination, expressed as a percentage of the Pool’s
UPB. This UPB percentage is calculated by dividing the total
participation UPB of the given combination (Joint-Single
Loan Indicator value/Gender value) by the Pool’s UPB.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
11,UPB of Participations as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Joint-Single Loan Indicator value/Gender
value combination, expressed as a percentage of the total",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
12,UPB of Participations as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of the participations in the pool associated with a
loan that has the Joint-Single Loan Indicator value/Gender
value combination, expressed as a percentage of the total
Maximum Claim Amount (MCA) of the associated HECM
Loans. This UPB percentage is calculated by dividing the total
participation UPB of the given combination (Joint-Single
Loan Indicator value/Gender value) by the total of the HECM
MCAs for all the loans associated with those Participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
13,HECM Loans UPB as % of Principal Limit of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Joint-Single
Loan Indicator value/Gender value combination and are
associated with a pool’s participations, expressed as a
percentage of the total Principal Limit of the same HECM
Loans. This UPB percentage is calculated by dividing the
total HECM Loan UPB for loans having the given
combination (Joint-Single Loan Indicator value/Gender value)
that are associated with a pool’s participations by the total of
the HECM Loan Principal Limits for those same HECM
loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
14,HECM Loans UPB as % of MCA of HECM Loans,Numeric,6,3.2,,"Total UPB of all HECM Loans that have the Joint-Single
Loan Indicator value/Gender value combination and are
associated with a pool’s participations, expressed as a
percentage of the total Maximum Claim Amount of the same
HECM Loans. This UPB percentage is calculated by dividing
the total HECM Loan UPB for loans having the given
combination (Joint-Single Loan Indicator value/Gender value)
that are associated with a pool’s participations by the total of
the HECM Loan Maximum Claim Amount for those same
HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,13,,
01,Record Type = TS,Character,2,,,File Trailer Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TS,,
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TS,,
03,File Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TS,,
04,Detail Record Count,Numeric,12,,,"Control total of the total number of HMBS Pool
Supplemental records in the file. This count will not
include HS or TS records.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.1 (Apr 2024 - Sep 2024).pdf,2024-04-01,2024-09-01,TS,,
01,Record Type = HP,Character,2,,,File Header Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,HP,,
02,Reporting Period,Numeric,6,YYYYMM,,The monthly reporting period for the data in the file.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,HP,,
03,Create Date,Date,8,YYYYMMDD,,The date that the file is produced.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,HP,,
01,Record Type = PS,Character,2,,,HMBS Pool/Security Detail Record,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
02,CUSIP Number,Character,9,Col4,,The unique identification number permanently assigned by the Committee on Uniform Securities Identification Procedures (CUSIP).,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
03,Pool ID,Character,6,,,"The Ginnie Mae unique identifier for the pool; this is
assigned by Ginnie Mae at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
04,Pool Indicator,Character,1,,,Identifies the Issue Type of the pool. Value is H.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
05,Pool Type,Character,2,,,"The type of Ginnie Mae pool. Appendix 1 provides a listing
of pool types.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
06,Index Type,Character,5,,,"The type of ARM index being used. It will be either CMT
(Constant Maturity Treasury), LIBOR (London Interbank
Offered Rate), or SOFR (Secured Overnight Financing Rate).
(SOFR implementation TBD).",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
07,Pool Issue Date,Date,8,YYYYMMDD,,The date the pool was issued.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
08,Pool Maturity Date,Date,8,YYYYMMDD,,"The date on which the final payment for the Security is
scheduled to be paid.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
09,Issuer Number,Numeric,4,,,"A four-digit number which identifies the Issuer responsible
for the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
10,Issuer Name,Character,40,,,The name of the Issuer currently responsible for the pool.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
11,Original Aggregate Amount,Numeric,16,13.2,,"The aggregate principal amount (UPB at issuance) of the
participations in the pool at pool issuance.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
12,Pool Unpaid Principal Balance,Numeric,16,13.2,,"Sum of the UPB amounts of the active participations in the
pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
13,Security RPB,Numeric,16,13.2,,The remaining principal balance for the Security.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
14,RPB Factor,Numeric,10,1.8,,"The decimal value of the Security’s Remaining Principal
Balance divided by the Original Aggregate Amount. The
factor is 1 at issuance, and zero in the period of final
payment.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
15,Number of Participations in pool.,Numeric,5,,,The current total number of participations in the pool.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
16,Number of Participations with Payments this Period,Numeric,5,,,"Count of the Participations which had a full or partial
payment this period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
17,Unpaid Principal Balance of Participations with Payments,Numeric,14,11.2,,"The sum of the ending Participation UPB values of the
Participations which had payments this period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
18,Percent of UPB Paid Off,Numeric,6,3.2,,The total Pool Payments amount divided by the sum of total Pool Payments amount and the total ending Pool UPB amount.,hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
19,Average Original Participation Size (AOPS),Numeric,9,6.2,,"Simple average of the participation Original Principal
Balance (OPB) values, for all the current participations in the
pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
20,Current Period Average Balance,Numeric,14,11.2,,"Average Participation Size. The sum of the participation
UPBs divided by the number of participations.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
21,Original Security Interest Rate (WAC),Numeric,6,2.3,,"The interest rate of the Ginnie Mae Security when it was
issued.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
22,Current Security Interest Rate (WAC),Numeric,6,2.3,,"The interest rate of the Ginnie Mae Security. This is the rate
in effect for the report period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
23,Prospective Security Interest Rate,Numeric,6,2.3,,"The prospective WAC of the pool. This is the rate that will be
in effect for the next report period.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
24,Ratio: Pool Outstanding Balance to Max Claim Amount of HECM Loans,Numeric,6,3.2,,"The total ending Pool UPB amount divided by the sum of the
Max Claim Amount of the HECM loans.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
25,Ratio: Pool Outstanding Balance to Principal Limit of HECM Loans,Numeric,6,3.2,,"The total ending Pool UPB amount divided by the sum of the
Principal Limit of the HECM loans",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
26,WA Loan Age (WALA) of the Participations,Numeric,3,9(3),,"The average Loan age (based on HECM Loan Origination
date) for all the participations in a pool, weighted by the UPB
of each participation that is in the pool.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,Int64,Int64
27,WA Expected Mortgage Interest Rate,Numeric,6,2.3,,"Weighted Average of Expected Average Mortgage Interest
Rate for each loan represented by a participation in the pool.
The Expected Average Mortgage Interest Rate is the original
expected average mortgage interest.",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
28,WA Servicing Fee Set Aside,Numeric,14,11.2,,"Weighted Average of Servicing Fee Set Aside Amount for
each loan represented by a participation in the pool. The
Servicing Fee Set Aside Amount is an amount initially set
aside from the Principal Limit as reported by the issuer",hmonthlyS_HMBS PORTFOLIO – POOL SUPPLEMENTAL                               Layout V5.2 (Oct 2024 - Present).pdf,2024-10-01,2099-12-31,PS,,
